Origin_Index,Origin_DOI,position,id,doi,title,authors,authors_auid,authors_affiliationid,sourcetitle,publicationyear,coverDate,volume,issue,first,last,citedbycount,type,text,fulltext
7,10.1016/j.istruc.2023.04.001,9,85152519781,,,,,,,2011,,,,,,,,"British Standards Institute, Sustainability of Construction Works-Assessment of Environmental Performance of Buildings-Calculation Method, BS EN 15978:2011, London, UK.","British Standards Institute, Sustainability of Construction Works-Assessment of Environmental Performance of Buildings-Calculation Method, BS EN 15978:2011, London, UK, 2011."
7,10.1016/j.istruc.2023.04.001,10,84887672271,,Scope-based carbon footprint analysis of U.S. residential and commercial buildings: an input–output hybrid life cycle assessment approach,"Onat, N.C.; Kucukvar, M.; Tatari, O.",,,Build Environ,2014,,,,,,,,,"Onat, N.C., Kucukvar, M., Tatari, O., Scope-based carbon footprint analysis of U.S. residential and commercial buildings: an input–output hybrid life cycle assessment approach. Build Environ 72 (2014), 53–62."
7,10.1016/j.istruc.2023.04.001,11,85087182643,,Analysis of the embodied carbon dioxide in the building sector: a case of China,"Zhu, W.; Feng, W.; Li, X.; Zhang, Z.",,,J Clean Prod,2020,,,,,,,,,"Zhu, W., Feng, W., Li, X., Zhang, Z., Analysis of the embodied carbon dioxide in the building sector: a case of China. J Clean Prod, 269, 2020, 122438."
7,10.1016/j.istruc.2023.04.001,12,85152567933,,,,,,,2016,,,,,,,,"C. De Wolf, F. Yang, D. Cox, A. Charlson, A.S. Hattan, J. Ochsendorf, Material quantities and embodied carbon dioxide in structures, Proceedings of the Institution of Civil Engineers - Engineering Sustainability 169(4)","C. De Wolf, F. Yang, D. Cox, A. Charlson, A.S. Hattan, J. Ochsendorf, Material quantities and embodied carbon dioxide in structures, Proceedings of the Institution of Civil Engineers - Engineering Sustainability 169(4) (2016) pp. 150–161."
7,10.1016/j.istruc.2023.04.001,13,84861021848,,Embodied CO_2 of structural frames,"Kaethner, S.C.; Burridge, J.A.",,,Struct Eng,2012,,,,,,,,,"Kaethner, S.C., Burridge, J.A., Embodied CO_2 of structural frames. Struct Eng 90:5 (2012), 33–40."
7,10.1016/j.istruc.2023.04.001,14,85037533092,,"Effect of fly ash on the service life, carbon footprint and embodied energy of high strength concrete in the marine environment","Nath, P.; Sarker, P.K.; Biswas, W.K.",,,Energy Build,2018,,,,,,,,,"Nath, P., Sarker, P.K., Biswas, W.K., Effect of fly ash on the service life, carbon footprint and embodied energy of high strength concrete in the marine environment. Energy Build 158 (2018), 1694–1702."
7,10.1016/j.istruc.2023.04.001,15,85115643855,,Environmental and economic life cycle assessment of recycled coarse aggregates: a portuguese case study,"Dias, A.B.; Pacheco, J.N.; Silvestre, J.D.; Martins, I.M.; de Brito, J.",,,Materials,2021,,,,,,,,,"Dias, A.B., Pacheco, J.N., Silvestre, J.D., Martins, I.M., de Brito, J., Environmental and economic life cycle assessment of recycled coarse aggregates: a portuguese case study. Materials, 14(18), 2021, 5452."
7,10.1016/j.istruc.2023.04.001,16,85104634574,,"Whole-life embodied carbon in multistory buildings: Steel, concrete and timber structures","Hart, J.; D'Amico, B.; Pomponi, F.",,,J Ind Ecol,2021,,,,,,,,,"Hart, J., D'Amico, B., Pomponi, F., Whole-life embodied carbon in multistory buildings: Steel, concrete and timber structures. J Ind Ecol 25:2 (2021), 403–418."
7,10.1016/j.istruc.2023.04.001,17,85122260349,,A comparative study on the life cycle assessment of New Zealand residential buildings,"Dani, A.A.; Roy, K.; Masood, R.; Fang, Z.; Lim, J.B.P.",,,Build Basel,2022,,,,,,,,,"Dani, A.A., Roy, K., Masood, R., Fang, Z., Lim, J.B.P., A comparative study on the life cycle assessment of New Zealand residential buildings. Build Basel, 12(1), 2022, 50."
7,10.1016/j.istruc.2023.04.001,18,85025466825,,A comparative analysis of embodied carbon in high-rise buildings regarding different design parameters,"Gan, V.J.L.; Chan, C.M.; Tse, K.T.; Lo, I.M.C.; Cheng, J.C.P.",,,J Clean Prod,2017,,,,,,,,,"Gan, V.J.L., Chan, C.M., Tse, K.T., Lo, I.M.C., Cheng, J.C.P., A comparative analysis of embodied carbon in high-rise buildings regarding different design parameters. J Clean Prod 161 (2017), 663–675."
7,10.1016/j.istruc.2023.04.001,19,84936791567,,Effects of structural system on the life cycle carbon footprint of buildings,"Moussavi Nadoushani, Z.S.; Akbarnezhad, A.",,,Energy Build,2015,,,,,,,,,"Moussavi Nadoushani, Z.S., Akbarnezhad, A., Effects of structural system on the life cycle carbon footprint of buildings. Energy Build 102 (2015), 337–346."
7,10.1016/j.istruc.2023.04.001,20,85079224212,,The influence of structural design methods on the embodied greenhouse gas emissions of structural systems for tall buildings,"Helal, J.; Stephan, A.; Crawford, R.H.",,,Structures,2020,,,,,,,,,"Helal, J., Stephan, A., Crawford, R.H., The influence of structural design methods on the embodied greenhouse gas emissions of structural systems for tall buildings. Structures 24 (2020), 650–665."
7,10.1016/j.istruc.2023.04.001,21,84882362717,,Comparative study of greenhouse gas emissions between off-site prefabrication and conventional construction methods: two case studies of residential projects,"Mao, C.; Shen, Q.; Shen, L.; Tang, L.",,,Energy Build,2013,,,,,,,,,"Mao, C., Shen, Q., Shen, L., Tang, L., Comparative study of greenhouse gas emissions between off-site prefabrication and conventional construction methods: two case studies of residential projects. Energy Build 66 (2013), 165–176."
7,10.1016/j.istruc.2023.04.001,22,84941789600,,Comparing carbon emissions of precast and cast-in-situ construction methods – A case study of high-rise private building,"Dong, Y.H.; Jaillon, L.; Chu, P.; Poon, C.S.",,,Constr Build Mater,2015,,,,,,,,,"Dong, Y.H., Jaillon, L., Chu, P., Poon, C.S., Comparing carbon emissions of precast and cast-in-situ construction methods – A case study of high-rise private building. Constr Build Mater 99 (2015), 39–53."
7,10.1016/j.istruc.2023.04.001,23,85132147859,,Improving sustainability of steel roofs: life cycle assessment of a case study roof,"Roy, K.; Dani, A.A.; Ichhpuni, H.; Fang, Z.; Lim, J.B.P.",,,Appl Sci,2022,,,,,,,,,"Roy, K., Dani, A.A., Ichhpuni, H., Fang, Z., Lim, J.B.P., Improving sustainability of steel roofs: life cycle assessment of a case study roof. Appl Sci, 12(12), 2022, 5943."
7,10.1016/j.istruc.2023.04.001,24,84908460082,,Life cycle assessment and life cycle cost implication of residential buildings—A review,"Islam, H.; Jollands, M.; Setunge, S.",,,Renew Sustain Energy Rev,2015,,,,,,,,,"Islam, H., Jollands, M., Setunge, S., Life cycle assessment and life cycle cost implication of residential buildings—A review. Renew Sustain Energy Rev 42 (2015), 129–140."
7,10.1016/j.istruc.2023.04.001,25,85010780437,,An integrated assessment system for managing life cycle CO2 emissions of a building,"Roh, S.; Tae, S.",,,Renew Sustain Energy Rev,2017,,,,,,,,,"Roh, S., Tae, S., An integrated assessment system for managing life cycle CO2 emissions of a building. Renew Sustain Energy Rev 73 (2017), 265–275."
7,10.1016/j.istruc.2023.04.001,26,84868097556,,Inventory and input–output analysis of CO2 emissions by fossil fuel consumption in Beijing 2007,"Guo, S.; Shao, L.; Chen, H.; Li, Z.; Liu, J.B.; Xu, F.X.",,,Ecol Inform,2012,,,,,,,,,"Guo, S., Shao, L., Chen, H., Li, Z., Liu, J.B., Xu, F.X., et al. Inventory and input–output analysis of CO2 emissions by fossil fuel consumption in Beijing 2007. Ecol Inform 12 (2012), 93–100."
7,10.1016/j.istruc.2023.04.001,27,84871430105,,Structural decomposition analysis of the carbonization process in Beijing: a regional explanation of rapid increasing carbon dioxide emission in China,"Tian, X.; Chang, M.; Tanikawa, H.; Shi, F.; Imura, H.",,,Energy Policy,2013,,,,,,,,,"Tian, X., Chang, M., Tanikawa, H., Shi, F., Imura, H., Structural decomposition analysis of the carbonization process in Beijing: a regional explanation of rapid increasing carbon dioxide emission in China. Energy Policy 53 (2013), 279–286."
7,10.1016/j.istruc.2023.04.001,28,84901257971,,Post-occupancy life cycle energy assessment of a residential building in Australia,"Crawford, R.H.",,,Archit Sci Rev,2014,,,,,,,,,"Crawford, R.H., Post-occupancy life cycle energy assessment of a residential building in Australia. Archit Sci Rev 57:2 (2014), 114–124."
7,10.1016/j.istruc.2023.04.001,29,84963951653,,Embodied energy of construction materials: integrating human and capital energy into an IO-based hybrid model,"Dixit, M.K.; Culp, C.H.; Fernandez-Solis, J.L.",,,Environ Sci Technol,2015,,,,,,,,,"Dixit, M.K., Culp, C.H., Fernandez-Solis, J.L., Embodied energy of construction materials: integrating human and capital energy into an IO-based hybrid model. Environ Sci Technol 49:3 (2015), 1936–1945."
7,10.1016/j.istruc.2023.04.001,30,0034931578,,Errors in conventional and input-output-based life-cycle inventories,"Lenzen, M.",,,J Ind Ecol,2000,,,,,,,,,"Lenzen, M., Errors in conventional and input-output-based life-cycle inventories. J Ind Ecol 4:4 (2000), 127–148."
7,10.1016/j.istruc.2023.04.001,31,34250376890,,Direct and indirect energy use and carbon emissions in the production phase of buildings: an input–output analysis,"Nässén, J.; Holmberg, J.; Wadeskog, A.; Nyman, M.",,,Energy,2007,,,,,,,,,"Nässén, J., Holmberg, J., Wadeskog, A., Nyman, M., Direct and indirect energy use and carbon emissions in the production phase of buildings: an input–output analysis. Energy 32:9 (2007), 1593–1602."
7,10.1016/j.istruc.2023.04.001,32,10844236313,,Methods for life cycle inventory of a product,"Suh, S.; Huppes, G.",,,J Clean Prod,2005,,,,,,,,,"Suh, S., Huppes, G., Methods for life cycle inventory of a product. J Clean Prod 13:7 (2005), 687–697."
7,10.1016/j.istruc.2023.04.001,33,85072843855,,Reducing building embodied emissions in the design phase: a comparative study on structural alternatives,"Zhang, X.; Zheng, R.",,,J Clean Prod,2020,,,,,,,,,"Zhang, X., Zheng, R., Reducing building embodied emissions in the design phase: a comparative study on structural alternatives. J Clean Prod, 243, 2020, 118656."
7,10.1016/j.istruc.2023.04.001,34,33847760323,,Prestress design of cable domes with new forms,"Yuan, X.; Chen, L.; Dong, S.",,,Int J Solids Struct,2007,,,,,,,,,"Yuan, X., Chen, L., Dong, S., Prestress design of cable domes with new forms. Int J Solids Struct 44:9 (2007), 2773–2782."
7,10.1016/j.istruc.2023.04.001,35,85152583486,,,"Bradshaw, R.; Campbell, D.; Gargari, M.; Mirmiran, A.; Tripeny, P.",,,,2002,,,,,,,,"Special Structures: Past, Present, and Future, Journal of structural engineering (New York, N.Y.) 128(6)","R. Bradshaw, D. Campbell, M. Gargari, A. Mirmiran, P. Tripeny, Special Structures: Past, Present, and Future, Journal of structural engineering (New York, N.Y.) 128(6) (2002) 691–709."
7,10.1016/j.istruc.2023.04.001,36,0343060974,,"Design, tests and realization of 'suspen-dome' system","Kawaguchi, M.; Masaru, A.; Tatemichi, I.",,,J Int Assoc Shell Sp,1999,,,,,,,,,"Kawaguchi, M., Masaru, A., Tatemichi, I., Design, tests and realization of 'suspen-dome' system. J Int Assoc Shell Sp 40:131 (1999), 179–192."
7,10.1016/j.istruc.2023.04.001,37,70449631037,,A simplified strategy for force finding analysis of suspendomes,"Cao, Q.; Zhang, Z.",,,Eng Struct,2010,,,,,,,,,"Cao, Q., Zhang, Z., A simplified strategy for force finding analysis of suspendomes. Eng Struct 32:1 (2010), 306–318."
7,10.1016/j.istruc.2023.04.001,38,0141679211,,Analysis and design of the general and outmost-ring stiffened suspen-dome structures,"Kang, W.; Chen, Z.; Lam, H.; Zuo, C.",,,Eng Struct,2003,,,,,,,,,"Kang, W., Chen, Z., Lam, H., Zuo, C., Analysis and design of the general and outmost-ring stiffened suspen-dome structures. Eng Struct 25:13 (2003), 1685–1695."
7,10.1016/j.istruc.2023.04.001,39,84975795259,,Design for structural and energy performance of long span buildings using geometric multi-objective optimization,"Brown, N.C.; Mueller, C.T.",,,Energy Build,2016,,,,,,,,,"Brown, N.C., Mueller, C.T., Design for structural and energy performance of long span buildings using geometric multi-objective optimization. Energy Build 127 (2016), 748–761."
7,10.1016/j.istruc.2023.04.001,40,85081167778,,Environmental impact minimization of reticular structures made of reused and new elements through Life Cycle Assessment and Mixed-Integer Linear Programming,"Brütting, J.; Vandervaeren, C.; Senatore, G.; De Temmerman, N.; Fivet, C.",,,Energy Build,2020,,,,,,,,,"Brütting, J., Vandervaeren, C., Senatore, G., De Temmerman, N., Fivet, C., Environmental impact minimization of reticular structures made of reused and new elements through Life Cycle Assessment and Mixed-Integer Linear Programming. Energy Build, 215, 2020, 109827."
7,10.1016/j.istruc.2023.04.001,41,85119895085,,Truss topology optimization of timber–steel structures for reduced embodied carbon design,"Ching, E.; Carstensen, J.V.",,,Eng Struct,2022,,,,,,,,,"Ching, E., Carstensen, J.V., Truss topology optimization of timber–steel structures for reduced embodied carbon design. Eng Struct, 252, 2022, 113540."
7,10.1016/j.istruc.2023.04.001,42,85084651881,,Life cycle carbon emissions of two residential buildings in China: Comparison and uncertainty analysis of different assessment methods,"Zhang, X.; Liu, K.; Zhang, Z.",,,J Clean Prod,2020,,,,,,,,,"Zhang, X., Liu, K., Zhang, Z., Life cycle carbon emissions of two residential buildings in China: Comparison and uncertainty analysis of different assessment methods. J Clean Prod, 266, 2020, 122037."
7,10.1016/j.istruc.2023.04.001,43,84984644965,,Assessment of embodied carbon emissions for building construction in China: Comparative case studies using alternative methods,"Zhang, X.; Wang, F.",,,Energy Build,2016,,,,,,,,,"Zhang, X., Wang, F., Assessment of embodied carbon emissions for building construction in China: Comparative case studies using alternative methods. Energy Build 130 (2016), 330–340."
7,10.1016/j.istruc.2023.04.001,44,84989950544,,Modeling geometric imperfections for reticulated shell structures using random field theory,"Chen, G.; Zhang, H.; Rasmussen, K.J.R.; Fan, F.",,,Eng Struct,2016,,,,,,,,,"Chen, G., Zhang, H., Rasmussen, K.J.R., Fan, F., Modeling geometric imperfections for reticulated shell structures using random field theory. Eng Struct 126 (2016), 481–489."
7,10.1016/j.istruc.2023.04.001,45,85152534148,,,,,,,,,,,,,,,Ecoinvent Association. Ecoinvent database 3.7.1. Available from:,Ecoinvent Association. Ecoinvent database 3.7.1. Available from: https://ecoinvent.org/the-ecoinvent-database/.
7,10.1016/j.istruc.2023.04.001,47,85152574611,,,,,,,,,,,,,,,Intergovernmental Panel on Climate Change. IPCC Guidelines for National Greenhouse Gas Inventories. Available from:,Intergovernmental Panel on Climate Change. IPCC Guidelines for National Greenhouse Gas Inventories. Available from: https://www.ipcc-nggip.iges.or.jp/public/index.html.
7,10.1016/j.istruc.2023.04.001,48,85144826144,,Development of environmental protection type wire rod abrasive belt derusting machine (in Chinses),"Yuan, G.; Zhao, J.; Ma, Y.; Sun, S.",,,Metal Products,2017,,,,,,,,,"Yuan, G., Zhao, J., Ma, Y., Sun, S., Development of environmental protection type wire rod abrasive belt derusting machine (in Chinses). Metal Products 43:03 (2017), 18–21."
7,10.1016/j.istruc.2023.04.001,49,85119973035,,Key technology and quality control for large G10MnMoV6-3Cable node by lost foam casting (in Chinese),"Yang, S.; Huang, T.; Wang, L.; Li, W.; Shen, J.",,,Spec Cast Nonferrous Alloys,2021,,,,,,,,,"Yang, S., Huang, T., Wang, L., Li, W., Shen, J., Key technology and quality control for large G10MnMoV6-3Cable node by lost foam casting (in Chinese). Spec Cast Nonferrous Alloys 41:08 (2021), 1037–1040."
7,10.1016/j.istruc.2023.04.001,50,84949755847,,Study of Life-cycle Carbon Emission in Buildings,"Yin, S.",,,,2012,,,,,,,,Harbin Institute of Technology in Chinese) (M.Ph. thesis),"Yin, S., Study of Life-cycle Carbon Emission in Buildings. 2012, Harbin Institute of Technology in Chinese) (M.Ph. thesis)."
7,10.1016/j.istruc.2023.04.001,51,84921292856,,Life cycle assessment for carbon emission of residential building,"Wang, X.",,,,2011,,,,,,,,Tianjiang University in Chinese) (M.Ph.thesis),"Wang, X., Life cycle assessment for carbon emission of residential building. 2011, Tianjiang University in Chinese) (M.Ph.thesis)."
7,10.1016/j.istruc.2023.04.001,52,85152558109,,,,,,,,,,,,,,,"Zhejiang Provincial Department of Housing and Urban-Rural Development, 2018 Zhejiang Housing Construction and Decoration Engineering Budget Quota, China Planning Press.","Zhejiang Provincial Department of Housing and Urban-Rural Development, 2018 Zhejiang Housing Construction and Decoration Engineering Budget Quota, China Planning Press."
7,10.1016/j.istruc.2023.04.001,53,85152584903,,,,,,,,,,,,,,,"Zhejiang Provincial Department of Housing and Urban-Rural Development, 2018 Zhejiang Construction Engineering Construction Machinery Shift Cost Quota, China Planning Press.","Zhejiang Provincial Department of Housing and Urban-Rural Development, 2018 Zhejiang Construction Engineering Construction Machinery Shift Cost Quota, China Planning Press."
